probe_id	log2FC_M	AveExpr	t	P.Value	adjP	B	chr	pos	strand	UCSC_RefGene_Name	Relation_to_Island	beta_tumor	beta_normal	delta_beta	sig
cg00537910	0.026131072212846405	3.171972147122796	0.07870394032176903	0.9383620859619062	0.9834030143678759	-6.154400475089786	chr2	220084611	+	ATG9A;ATG9A;ABCB6	S_Shore	0.897716831667181	0.8970714744287658	6.453572384151895e-4	NS
cg12823748	-0.04782241052828522	-4.279545731417004	-0.07865884152252818	0.9383973277296596	0.9834030143678759	-6.154404103906205	chr12	62654080	+	USP15	Island	0.05545707966430518	0.06084656963602825	-0.005389489971723067	NS
cg22105022	0.05088100195623818	3.3714372360411953	0.07858536059538282	0.9384547485641238	0.9834030143678759	-6.1544100120024225	chr9	130508173	-	SH2D3C;SH2D3C;SH2D3C;SH2D3C;SH2D3C;SH2D3C	S_Shelf	0.8891456236298135	0.9033179527146765	-0.014172329084862989	NS
cg24705286	-0.0773343033781424	-3.798018399804036	-0.07836370963632278	0.9386279573313863	0.9834199086321608	-6.1544278000134325	chr16	27215306	+	JMJD5;JMJD5;JMJD5	Island	0.11809057501488297	0.07271048098678752	0.04538009402809545	NS
cg03807314	-0.03798811614468491	-5.625393063797073	-0.07827355842327295	0.9386984067655844	0.9834199086321608	-6.154435020500254	chr10	30722678	+	MAP3K8	Island	0.0227150144587122	0.02242039811393305	2.946163447791472e-4	NS
cg18783796	0.02221028764919528	-3.980436527835025	0.07825970186628035	0.9387092351373709	0.9834199086321608	-6.154436129578092	NA	NA	NA	NA	NA	0.06068979593632312	0.05980860890263635	8.811870336867741e-4	NS
cg15210999	-0.06142271736448024	0.89402283154458	-0.07825738739181332	0.9387110438122819	0.9834199086321608	-6.154436314809343	chr6	15663538	+	DTNBP1;DTNBP1;DTNBP1	S_Shore	0.618729208548998	0.6501043878651558	-0.03137517931615774	NS
cg08893585	-0.023194808142349217	-4.8442663234012215	-0.07819315506132886	0.9387612391070554	0.9834199086321608	-6.154441453246176	chr11	129245309	-	BARX2	Island	0.03416686480711143	0.034619968077290474	-4.5310327017904217e-4	NS
cg08722720	0.028343884848285938	-5.1725117387109965	0.07792833073037703	0.9389681928020261	0.9835758614938458	-6.154462594057283	chr15	34331557	+	AVEN;CHRM5	S_Shore	0.028224326162387767	0.029004964338144975	-7.806381757572076e-4	NS
cg03554914	0.03365267575690103	-5.278502934427005	0.07761930870627948	0.9392096916809933	0.9837123675666007	-6.154487172556721	chr10	27444905	-	MASTL	S_Shore	0.028380784059379122	0.025802149188766877	0.0025786348706122453	NS
cg01667702	0.03755925057980087	-4.462980759556157	0.07760211831333687	0.9392231260532791	0.9837123675666007	-6.154488536953827	chr17	7836604	+	TRAPPC1;CNTROB;CNTROB;TRAPPC1;TRAPPC1;TRAPPC1	S_Shore	0.04645958017533058	0.05494774260221157	-0.008488162426880996	NS
cg07348311	-0.046586390001373254	-4.9221985835411175	-0.07753858107735256	0.9392727808659718	0.9837123675666007	-6.154493577267629	chr2	163174896	-	IFIH1;IFIH1	OpenSea	0.03638681347453998	0.049064571524815574	-0.012677758050275593	NS
cg07168556	0.07368468077296425	0.64601662655413294	0.07744232285895859	0.9393480078631885	0.9837303132439849	-6.1545012054297645	chr17	48912483	-	WFIKKN2	OpenSea	0.6045425833943012	0.6007111202437075	0.0038314631505936836	NS
cg18915143	0.024769074098904307	3.9255225633601216	0.07734096570091588	0.939427220393632	0.9837524302854348	-6.154509227434008	chr5	149323959	+	PDE6A	OpenSea	0.9366881538159982	0.9365513704526298	1.3678336336842012e-4	NS
cg09830866	-0.07931822827699088	-1.857482238061177	-0.076911372098586	0.9397629632587373	0.9840431622448341	-6.154543111479441	chr16	771714	-	FAM173A	Island	0.29075368429163656	0.22754524664113074	0.06320843765050582	NS
cg06391468	-0.02762607449116536	-3.3401851235615405	-0.07677653816678419	0.9398683432801358	0.9840712950321958	-6.154553707577831	chr17	70117530	+	SOX9;SOX9	Island	0.09341587332319486	0.09311026918999095	3.056041332039072e-4	NS
cg19586645	0.04268736974919666	-5.7128497396922695	0.07672828703379708	0.9399060544378608	0.9840712950321958	-6.154557494942052	chr17	73266642	+	MIF4GD	Island	0.023205542497637267	0.0215410200604583	0.0016645224371789683	NS
cg07331725	-0.05193223571619194	3.0541607905884587	-0.07627349702398944	0.9402615074638253	0.9843306264565486	-6.154593075779024	chr18	61157478	-	SERPINB5	OpenSea	0.8627195949840089	0.8898491981572255	-0.027129603173216665	NS
cg24901042	0.07429576211471228	-2.6985059985394573	0.07626262878504529	0.9402700019818785	0.9843306264565486	-6.1545939234782185	chr21	42880554	-	TMPRSS2;TMPRSS2	Island	0.20237133962762557	0.13292942002047775	0.06944191960714782	NS
cg18793806	-0.03871188803649014	-1.1132123973232046	-0.07596994305152899	0.9404987653543191	0.984363462662393	-6.1546167069421704	chr2	95826087	+	ZNF514	S_Shore	0.3281828324021339	0.32388329035899527	0.004299542043138649	NS
cg20366831	0.04881371589144443	1.4779754234023241	0.07590848606196937	0.940546800871926	0.984363462662393	-6.1546214798038825	NA	NA	NA	NA	NA	0.7105485708558122	0.7276600104440737	-0.017111439588261446	NS
cg19872681	-0.041137926203208504	1.425939113336061	-0.07583890293328525	0.9406011881663421	0.984363462662393	-6.154626879097777	chr14	23284518	+	SLC7A7;SLC7A7;SLC7A7	OpenSea	0.7063257966509121	0.7312771341161031	-0.02495133746519096	NS
cg13415850	0.0249580698905572	-3.7246082280310215	0.07583727644513572	0.9406024594593567	0.984363462662393	-6.154627005245741	chr2	73459842	+	C2orf7	N_Shore	0.0732133036535799	0.07088128106365678	0.0023320225899231273	NS
cg17067528	0.034173951261199875	-5.995870147916227	0.07571649665844007	0.9406968636277262	0.984363462662393	-6.154636365190081	chr6	30712517	-	IER3	S_Shore	0.017468491165113727	0.016619705343860324	8.487858212534033e-4	NS
cg26504906	-0.03898035349691973	0.7856036411513279	-0.075704765902836	0.9407060326965178	0.984363462662393	-6.154637273481945	chr6	27215675	+	PRSS16	N_Shelf	0.6228220051125126	0.6336424359655728	-0.01082043085306017	NS
cg08596000	-0.039847226522588215	-3.21266568021727	-0.07564480330486145	0.94075290118479	0.984363462662393	-6.154641914084521	chr11	104035204	-	PDGFD;PDGFD	S_Shore	0.11343452043126505	0.10004890237565038	0.013385618055614668	NS
cg18719571	-0.043236071846627165	2.398193276810706	-0.07562752855327153	0.9407664036688419	0.984363462662393	-6.154643250323833	chr6	15664231	-	DTNBP1;DTNBP1;DTNBP1	S_Shore	0.8184814975388266	0.8350235364779732	-0.01654203893914663	NS
cg13140464	-0.042445432201962924	3.534328682662458	-0.07543636160217969	0.9409158269726625	0.984416735170244	-6.1546580171414424	chr15	83380023	-	AP3B2	S_Shore	0.9010046401000054	0.919392734799553	-0.018388094699547608	NS
cg02161046	0.027518017823028533	-5.1115114066680025	0.0753235396085285	0.9410040139829245	0.984416735170244	-6.154666714628198	chr1	100503743	-	HIAT1	Island	0.030160695199996933	0.028543550476826572	0.0016171447231703613	NS
cg16940801	-0.023725834094157367	-3.5919608621623724	-0.07530581456295604	0.9410178687903936	0.984416735170244	-6.154668079875885	chr15	72523516	+	PKM2;PKM2;PKM2;PKM2;PKM2;PKM2	Island	0.0771473382602433	0.08138173785772962	-0.004234399597486324	NS
cg21970438	-0.07709012778108704	0.9083263323142481	-0.07522017382622907	0.9410848102745499	0.984416735170244	-6.154674671715081	chr6	167738277	+	TTLL2	OpenSea	0.6054562212641744	0.6549279298683734	-0.04947170860419903	NS
cg09390932	-0.02653978457377597	3.7868416875585535	-0.07511137489127546	0.9411698541383373	0.984416735170244	-6.154683035251698	chr2	62420350	+		N_Shore	0.9296024269127758	0.9306464619072488	-0.00104403499447292	NS
cg00626466	0.0864664767459072	-0.17894544535287318	0.07481519592318388	0.9414013693943819	0.984416735170244	-6.154705741687875	chr12	65153982	+	GNS	S_Shore	0.4586841312278449	0.4635880520999852	-0.0049039208721403105	NS
cg15679098	-0.042223538067162045	3.2116632942498637	-0.07481384189110146	0.9414024278180217	0.984416735170244	-6.15470584528834	chr11	47470674	+	RAPSN;RAPSN;RAPSN;RAPSN	OpenSea	0.8823495309753766	0.9022429595731297	-0.019893428597753116	NS
cg14120336	-0.03151463639906692	-5.021882613017589	-0.07479757700852183	0.9414151418065458	0.984416735170244	-6.1547070896097615	chr2	44001158	+	DYNC2LI1;DYNC2LI1;DYNC2LI1	OpenSea	0.03271987351495803	0.031674601561170274	0.0010452719537877575	NS
cg01284306	-0.023797197330566452	-4.386301683375919	-0.07475051524373574	0.9414519292994867	0.984416735170244	-6.1547106884796055	chr21	19190629	-	C21orf91;C21orf91;C21orf91	N_Shore	0.047026565234500314	0.0465796384180129	4.4692681648741267e-4	NS
cg08733315	-0.04078626788303046	-5.723751601741154	-0.07473931367093481	0.9414606854254476	0.984416735170244	-6.1547115447439165	chr15	40401063	+	BMF;BMF	Island	0.021807390278268533	0.023231636648868174	-0.0014242463705996418	NS
cg12818699	0.04459522103494003	2.0119779156438726	0.07466775700973378	0.9415166205358303	0.984416735170244	-6.154717011612178	NA	NA	NA	NA	NA	0.7759849727297067	0.7954352065288703	-0.019450233799163663	NS
cg13846555	0.04523621875359232	-5.137068208423126	0.07463859311003894	0.9415394177497343	0.984416735170244	-6.154719238208582	chr16	67970749	-	PSMB10;PSMB10	S_Shore	0.03775839451499088	0.028200326459501476	0.0095580680554894	NS
cg25945303	0.029236739335385842	-5.222323173505353	0.07459558112424673	0.9415730400113642	0.984416735170244	-6.154722520488231	chr10	3827695	-	KLF6;KLF6;KLF6;KLF6	Island	0.028036579309329433	0.0273439143179541	6.926649913753316e-4	NS
cg10248733	-0.02573718858546709	-4.746865762784266	-0.07438133000435415	0.9417405207951302	0.9844346312845896	-6.154738842003473	chr19	16607483	+	C19orf44;CALR3	S_Shore	0.03757494991426811	0.0369564234832826	6.185264309855124e-4	NS
cg16522484	0.037351621756748235	1.2390004518934934	0.07437771271616678	0.9417433484653757	0.9844346312845896	-6.154739117163543	chr14	95942049	+	C14orf49	OpenSea	0.6911903513000055	0.6946166845207885	-0.0034263332207830066	NS
cg06695761	-0.038919438954489884	0.9323455895328492	-0.07435058039573123	0.9417645580967493	0.9844346312845896	-6.154741180640048	chr7	94286526	+	SGCE;PEG10;SGCE;PEG10;SGCE	Island	0.6434917555295089	0.6596001065358863	-0.01610835100637742	NS
cg21567332	0.055222508272451426	5.338414478798367	0.07427083861166715	0.9418268933856009	0.9844390230597967	-6.154747240835086	chr11	1501640	-	HCCA2	OpenSea	0.9645525031798501	0.9643428417112455	2.096614686045717e-4	NS
cg05293216	0.09392101988485284	0.2386472979463095	0.07417221972014303	0.941903985724512	0.9844588380606645	-6.154754726660274	chr9	35080812	-	FANCG	S_Shore	0.5165678375631977	0.5237293974715764	-0.007161559908378745	NS
cg04806409	-0.054563542570582615	-0.609426113810574	-0.07398204333520447	0.9420526520702794	0.9845029565280038	-6.154769134241998	chr21	43735505	+	TFF3	OpenSea	0.4085013601369979	0.4044201090635825	0.004081251073415393	NS
cg13998293	-0.07524145198894323	0.6167752106306662	-0.07393182061145559	0.9420919129905425	0.9845029565280038	-6.154772932898834	NA	NA	NA	NA	NA	0.58186377034593	0.6011923374718879	-0.019328567125957985	NS
cg00704310	-0.032475482943552604	-5.038615471692812	-0.07374143407284615	0.9422407464513314	0.9845029565280038	-6.154787309610642	chr19	34288103	-	KCTD15;KCTD15;KCTD15	Island	0.032085955978494646	0.0323177541379608	-2.317981594661539e-4	NS
cg24076392	-0.03859685688554364	-5.15599886834371	-0.07359899725905468	0.9423520969829613	0.9845029565280038	-6.154798041259397	chr2	48667874	-	KLRAQ1;KLRAQ1;KLRAQ1;KLRAQ1	Island	0.030009126553138477	0.034045184947832624	-0.0040360583946941475	NS
cg06122080	0.03614777802370315	-3.9548523783028773	0.07355194445883702	0.942388880966531	0.9845029565280038	-6.154801581813429	chr3	25831834	-	NGLY1;OXSM;OXSM;OXSM	OpenSea	0.06948975761435557	0.06607360415388787	0.003416153460467697	NS
cg01824804	-0.027802424982924633	-3.970785614668655	-0.07345316094080336	0.9424661063841454	0.9845029565280038	-6.154809007557103	chr5	121413478	+	LOX	Island	0.06287789622217989	0.06355842479264145	-6.805285704615666e-4	NS
cg10213821	0.04989995337883502	-3.428840173280466	0.07345289821284284	0.942466311776258	0.9845029565280038	-6.154809027293562	chr7	99005134	+	BUD31;PDAP1	N_Shore	0.11032262896631237	0.10155794080084887	0.008764688165463497	NS
cg17627559	-0.040914397960996246	0.21743633785076125	-0.07344248957368349	0.9424744489127777	0.9845029565280038	-6.154809809147121	chr11	2323896	+	TSPAN32;C11orf21;C11orf21	OpenSea	0.5387569916003163	0.541490460301023	-0.002733468700706676	NS
cg24251035	0.034816647293603786	-2.4177499186336866	0.0734148732557564	0.9424960384867208	0.9845029565280038	-6.154811883033176	chr7	138721065	-	ZC3HAV1L	S_Shore	0.1727491837853512	0.15614269900157374	0.016606484783777464	NS
cg03533858	-0.06377940977005217	-1.0700707227118442	-0.07319302118507594	0.9426694771969599	0.9845029565280038	-6.154828515046216	chr1	2324396	-	MORN1;RER1	S_Shore	0.35294797840024983	0.3418200347453995	0.011127943654850314	NS
cg03532957	0.038281689312693816	-4.82637823315078	0.07307046790001595	0.9427652877537434	0.9845029565280038	-6.154837681168815	chr15	101792098	+	CHSY1;CHSY1	Island	0.03850632687123999	0.03848360115310887	2.272571813111829e-5	NS
cg26723847	0.032190795257073315	-4.817853445176395	0.07304902946692433	0.9427820481349505	0.9845029565280038	-6.154839283035319	chr11	134095652	+	VPS26B;NCAPD3	S_Shore	0.03589670139215312	0.04246634886859507	-0.006569647476441953	NS
cg01443630	-0.04687676461181673	0.01116051272718733	-0.0729765190794516	0.9428387363355453	0.9845029565280038	-6.154844697485979	chr16	1525698	-	CLCN7;CLCN7	S_Shore	0.49512173600698467	0.507408687513454	-0.012286951506469357	NS
cg25946374	-0.04470044243578146	-1.2557258711558748	-0.07296873210372228	0.942844824167117	0.9845029565280038	-6.15484527863071	chr1	24469791	+	IL22RA1	OpenSea	0.321286034268556	0.30019376983006524	0.02109226443849077	NS
cg03209127	-0.032170291737621586	-4.9677661078110935	-0.07293566889622019	0.9428706729133265	0.9845029565280038	-6.154847745459364	chr1	235668099	+	B3GALNT2	Island	0.03412789949125309	0.03304741399862735	0.001080485492625738	NS
cg24512400	0.07093608408369342	-3.8518942982585624	0.07280735595353839	0.9429709883337802	0.9845029565280038	-6.154857308240743	chr19	51522561	+	KLK10;KLK10;KLK10	Island	0.11153089480087486	0.07645695939632743	0.035073935404547424	NS
cg10990993	0.06832219971206965	-0.8679962152422169	0.07273548396583604	0.9430271784946108	0.9845029565280038	-6.154862657294318	chr3	37033632	-	EPM2AIP1;MLH1	N_Shore	0.3801571368092379	0.34882194907568925	0.03133518773354865	NS
cg26091119	0.03554813534627336	-5.7775626881799544	0.07269996935649178	0.9430549442488796	0.9845029565280038	-6.154865298510966	chr1	100503820	+	HIAT1	Island	0.02080271658530819	0.019530012359455076	0.0012727042258531135	NS
cg19777783	-0.03940440727190716	-0.9416305921604777	-0.07260333961484199	0.9431304909462495	0.9845029565280038	-6.1548724783271105	chr12	129309376	-	SLC15A4	S_Shore	0.3526927104131278	0.34831579703792226	0.004376913375205516	NS
cg13878456	0.03940761537881758	-2.04170409482074	0.07259034677625426	0.9431406490011935	0.9845029565280038	-6.154873442997681	chr17	38020344	-	IKZF3;IKZF3;IKZF3;IKZF3;IKZF3;IKZF3	N_Shore	0.21510603164717412	0.20168546289308775	0.01342056875408637	NS
cg21642076	0.02454757832178734	4.764253226100307	0.07252457532384708	0.9431920705643485	0.9845029565280038	-6.154878323639541	chr22	21054903	-	TMEM191A	N_Shore	0.962763788145587	0.9637618821058648	-9.98093960277724e-4	NS
cg10986043	-0.03606905030766187	-0.14807832705913476	-0.0724821683727312	0.943225225387406	0.9845029565280038	-6.154881468149209	chr17	37820495	-	TCAP	N_Shelf	0.47522311050547733	0.47872735605653227	-0.003504245551054941	NS
cg11656547	-0.056142979322752716	-2.256548614272475	-0.07231697663290203	0.9433543774913835	0.9845770741719008	-6.154893699727161	chr9	72658747	-	MAMDC2;MAMDC2	N_Shore	0.21825558230803754	0.18186544032105176	0.036390141986985786	NS
cg24341800	0.070397856106904	-1.9535718056572398	0.07214222175477783	0.9434910081545214	0.9846095842900088	-6.154906609049712	chr11	107992076	+	ACAT1	Island	0.25451609599342767	0.2644241622845549	-0.009908066291127227	NS
cg05500074	0.04364904673711467	1.660463685176484	0.07212840038911625	0.9435018143541971	0.9846095842900088	-6.154907628716417	chr19	50266336	-	TSKS	N_Shelf	0.7376869755301337	0.750977309914729	-0.01329033438459526	NS
cg06980380	0.02462255145408605	-4.686828587267156	0.07177466513457606	0.943778385281143	0.9847302004625097	-6.154933658982575	chr2	25896925	+	DTNB;DTNB;DTNB;DTNB;DTNB	S_Shore	0.039606068857249474	0.03750131279275332	0.0021047560644961508	NS
cg15052335	-0.05550351810128997	2.487479824245261	-0.0717111000511277	0.9438280849812684	0.9847302004625097	-6.154938322983321	chr18	3011810	+	LPIN2;LPIN2	N_Shore	0.8076257751469148	0.8428388526489415	-0.035213077502026735	NS
cg19686152	-0.03083956065002784	-1.3303621028070376	-0.07170825105101424	0.9438303125377256	0.9847302004625097	-6.154938531928112	chr15	52121542	-	TMOD3	N_Shore	0.2907433745828004	0.28929322567107524	0.0014501489117251798	NS
cg25677688	0.06843646664071107	2.5940927815300836	0.07167456051578887	0.9438566542967524	0.9847302004625097	-6.154941002152522	chr12	11176386	-	TAS2R19;PRR4;PRH1	OpenSea	0.8070001217438277	0.8089714183202545	-0.0019712965764268064	NS
cg19216731	-0.040456738931442665	2.037282794950804	-0.07160869874938093	0.9439081501067355	0.9847302004625097	-6.154945827854077	chr11	19223635	+	CSRP3;CSRP3	OpenSea	0.7826870266652345	0.8010806325391877	-0.018393605873953223	NS
cg10452522	0.0381666518633055	-4.430070005445797	0.07153401114292637	0.9439665469537039	0.9847304568541871	-6.15495129486233	chr19	34663544	+	LSM14A;LSM14A;LSM14A;LSM14A	Island	0.05296258049630864	0.04997234909701573	0.002990231399292914	NS
cg21493583	0.03943808824552379	-3.9074403057803773	0.07128027624238845	0.9441649400325889	0.9848339700341356	-6.154969825252494	chr2	46842958	-	PIGF;CRIPT;PIGF	N_Shore	0.07521578250818826	0.06909416639600136	0.006121616112186909	NS
cg05680424	-0.03153405977530985	-4.836090222413311	-0.07119548654173168	0.9442312372073978	0.9848339700341356	-6.154976002820854	chr7	134331560	-	BPGM;BPGM;BPGM;BPGM	OpenSea	0.0371489412403429	0.0363421775859762	8.067636543667017e-4	NS
cg19123107	0.04248610833599488	-4.3048044133234695	0.0711839640498396	0.9442402466915216	0.9848339700341356	-6.154976841754107	chr9	136324577	-	C9orf7;C9orf7	N_Shore	0.06702079246884014	0.04835211040085915	0.018668682067980995	NS
cg20200335	-0.03706880925254892	1.9912234564090288	-0.07109310825836813	0.9443112874879136	0.984847406683521	-6.154983452058413	chr12	52967554	-	KRT74	OpenSea	0.7809206220447749	0.796755926306134	-0.01583530426135915	NS
cg18805835	0.03282720442864089	-1.9846216124028728	0.0709165939383765	0.9444493067061245	0.9848944740226796	-6.154996270418908	NA	NA	NA	NA	NA	0.21287220783874924	0.21064798465250156	0.0022242231862476813	NS
cg03939485	-0.025336321052545952	-4.636896790553064	-0.07088662624298313	0.9444727390843448	0.9848944740226796	-6.154998443492456	chr6	33266076	-	RGL2;RGL2	N_Shore	0.04007666739030182	0.04114918743577387	-0.0010725200454720502	NS
cg24612772	-0.025983849529839516	-3.92795595037752	-0.0707310763503993	0.9445943677077936	0.984955628252387	-6.155009708271162	chr11	44117021	-	EXT2;EXT2	N_Shore	0.06422819063632002	0.06548743838096985	-0.001259247744649833	NS
cg02717570	-0.029508227535591434	-4.622509024077801	-0.07066285507155218	0.9446477122030835	0.984955628252387	-6.1550146409919595	chr17	27920934	+	ANKRD13B	Island	0.0415360291587813	0.043814586499037494	-0.0022785573402561918	NS
cg19954739	0.02224519045579441	-4.507572312494092	0.07016644675887479	0.9450358787008861	0.9852059538170123	-6.1550503904320175	chr9	140485596	-	ZMYND19	Island	0.04338638580188418	0.04301022582325625	3.761599786279296e-4	NS
cg05955301	0.0266849672983399	-1.2988035402839577	0.07009024482922852	0.9450954660855981	0.9852059538170123	-6.155055855908284	chr1	203444536	+	PRELP;PRELP	OpenSea	0.2965579482245886	0.2889543210614892	0.007603627163099369	NS
cg20247600	-0.028382862912067878	-2.7000404449680984	-0.07006741734023274	0.9451133164920962	0.9852059538170123	-6.15505749202266	chr2	178129336	-	NFE2L2;NFE2L2;NFE2L2;NFE2L2	Island	0.140291807332832	0.13827429741281733	0.0020175099200146762	NS
cg11574612	-0.024223154909652385	-4.890081030099018	-0.07000238253109856	0.9451641719147736	0.9852059538170123	-6.155062150341898	chr6	46620502	-	CYP39A1;CYP39A1;SLC25A27	N_Shore	0.034163289033899154	0.033830415856290603	3.328731776085503e-4	NS
cg15541315	0.02549107391494013	-4.872179932702104	0.06998381741817172	0.9451786893652523	0.9852059538170123	-6.155063479332395	chr11	114309932	-	REXO2	N_Shore	0.03535223763047914	0.033499731051252826	0.0018525065792263165	NS
cg14911472	0.022127296466822304	-5.0733943752539785	0.06966440350633941	0.9454284661508181	0.9854056530927527	-6.155086289529648	chr6	131949010	-	MED23;MED23	N_Shore	0.029694256634195355	0.029686509735083723	7.746899111631816e-6	NS
cg05045383	-0.02650105603310448	-5.31505665932268	-0.06944214081530942	0.9456022756799076	0.985526153148914	-6.15510210037667	chr20	55926193	-	RAE1;RAE1;RAE1	N_Shore	0.0264924157482383	0.0251595072114945	0.0013329085367437994	NS
cg15824056	0.07899949556071385	-0.236867838422951	0.06934543039785171	0.945677904168489	0.9855443183696961	-6.15510896419128	chr6	158402261	-	SYNJ2	Island	0.48184090193242807	0.450109270465396	0.03173163146703206	NS
cg03386373	0.042516320118787046	2.4759952124192	0.06921795547123923	0.9457775916317561	0.9855822093989404	-6.155117996847114	NA	NA	NA	NA	NA	0.8231141855148618	0.8398595067028225	-0.016745321187960682	NS
cg24070847	-0.02273094649027737	-4.254270866776243	-0.06909136388907669	0.9458765892365408	0.9855822093989404	-6.1551269504749	chr1	149858495	+	HIST2H2AC;HIST2H2BE	Island	0.0507655758123221	0.052471745247223776	-0.0017061694349016776	NS
cg01997953	-0.03356252245451851	1.6155361736596798	-0.06900913483629278	0.945940894792771	0.9855822093989404	-6.155132757634443	chrX	30595690	+	CXorf21	OpenSea	0.7373890469623663	0.7536749362054123	-0.01628588924304597	NS
cg10054857	0.026985485909595097	3.2109392486834323	0.06895670084127982	0.9459818999346675	0.9855822093989404	-6.155136457006593	chr18	61816543	+	C18orf20	OpenSea	0.897091763572062	0.8986107970963447	-0.0015190335242827313	NS
cg27533013	-0.04223188080846661	2.5743796677493886	-0.06892681802024214	0.9460052693734722	0.9855822093989404	-6.155138564070226	chr13	50588057	+	TRIM13;KCNRG;TRIM13;TRIM13;TRIM13;KCNRG;DLEU2	OpenSea	0.8345953586525551	0.8469837985672632	-0.012388439914708171	NS
cg11116440	-0.02482535539165729	-4.817996379103389	-0.068797455264562	0.94610643628604	0.9856269696750416	-6.155147675023001	chr9	131133274	+	URM1;URM1	N_Shore	0.035770557706595846	0.036223299342616526	-0.00045274163602068013	NS
cg27198824	0.07448638588732989	-1.5455744256634167	0.06829498453457919	0.9464993978610184	0.9859756891842081	-6.155182901539589	chrX	147582727	-	AFF2;AFF2;AFF2;AFF2;AFF2	Island	0.30619626724497834	0.28500488302326227	0.02119138422171607	NS
cg19192316	-0.021331423162906964	4.873322206795027	-0.06789413502373778	0.9468128960337419	0.9861382812729357	-6.155210818694644	chr10	69643020	+	SIRT1	N_Shore	0.9662025910102492	0.9657672786376222	4.3531237262695033e-4	NS
cg08812504	-0.03578441194914845	-5.1393016697105445	-0.06786605854182298	0.9468348545565742	0.9861382812729357	-6.15521276792629	chr1	180123798	+	QSOX1;QSOX1	Island	0.02953667781519811	0.0398500083218589	-0.010313330506660789	NS
cg09404334	-0.023017995324689147	-4.457198791775886	-0.0678256100975096	0.9468664892286092	0.9861382812729357	-6.155215574674606	chr6	86304180	-	SNX14;SNX14	S_Shore	0.04496250688366334	0.04582639313940597	-8.638862557426297e-4	NS
cg00024396	-0.0376381441948824	-4.411811862549461	-0.06771429439556022	0.9469535495634496	0.9861382812729357	-6.155223290322429	chr6	53214008	-	ELOVL5	Island	0.05202446354892097	0.0551719298617268	-0.0031474663128058314	NS
cg22068473	0.01943391209429273	-3.8590401511936907	0.06770164802323607	0.9469634403725231	0.9861382812729357	-6.155224166081852	chr10	74033403	-	DDIT4	Island	0.06574079426991715	0.0647146382350601	0.001026156034857048	NS
cg23653008	-0.03034209869503061	-5.232346062331861	-0.06761215033581591	0.94703343734788	0.9861382812729357	-6.155230359111757	chr12	133464419	+	CHFR;CHFR;CHFR;CHFR;CHFR	Island	0.0291854953264504	0.02770503386741555	0.0014804614590348507	NS
cg10978355	-0.06722395237583823	-2.5428759564555072	-0.06757419889387246	0.9470631196611405	0.9861382812729357	-6.1552329827906025	chr5	80529340	-	RNU5E;RNU5D;CKMT2;CKMT2;CKMT2	OpenSea	0.20645057498150615	0.16082023068112808	0.04563034430037807	NS
cg22805308	0.035130252485721936	-1.4205573275160626	0.06745184053352458	0.9471588182705201	0.9861772890182604	-6.155241431708198	NA	NA	NA	NA	NA	0.29115551973918274	0.27275592880988675	0.018399590929295995	NS
cg22473973	0.03839701882480945	-3.0357143790383225	0.0671239248304779	0.9474152910279647	0.9863836789589643	-6.155263999025414	chr10	133794911	-	BNIP3	Island	0.12733585583025822	0.1127463270270106	0.014589528803247626	NS
cg00044245	0.037997889161630154	-4.029951339003943	0.06685942458476885	0.9476221690460892	0.9864470699077704	-6.155282121981396	chr6	94128889	+	EPHA7	Island	0.07494601200691282	0.059055038390478154	0.01589097361643467	NS
cg03732295	0.025357609761042323	-3.8898793263797944	0.06656177160282349	0.94785498205019	0.9864470699077704	-6.155302430974293	chr8	57906837	-	IMPAD1	S_Shore	0.06681308460995053	0.06700589900053087	-1.9281439058034533e-4	NS
cg12780286	-0.022322117724624085	-5.141793226474776	-0.06654983276194552	0.9478643202670423	0.9864470699077704	-6.155303243677662	chr3	121553586	+	IQCB1;IQCB1;EAF2	N_Shore	0.028761739980321187	0.028210125423020073	5.516145573011139e-4	NS
cg26456957	0.022997367609039587	-4.9946170666682175	0.06652250435953715	0.947885695784751	0.9864470699077704	-6.155305103434172	chr19	55629363	-	PPP1R12C	S_Shore	0.031586750431746545	0.0320344952954257	-4.477448636791559e-4	NS
cg09874776	0.030993547920017888	0.9919034422333926	0.06651582799537975	0.9478909178577739	0.9864470699077704	-6.155305557659076	chr20	44330841	-	WFDC10B;WFDC13;WFDC10B	OpenSea	0.6567453700847762	0.6593998740357833	-0.002654503951007081	NS
cg24528447	0.03448932948039434	-4.907484864448289	0.06634130309527426	0.9480274274342427	0.9864470699077704	-6.155317415258702	chr5	92918517	+	NR2F1	N_Shore	0.03882113454249238	0.03585330803415743	0.0029678265083349503	NS
cg01989224	0.04454307760190898	-0.7772191461649541	0.06618751565918803	0.9481477180195199	0.9864470699077704	-6.1553278381063645	chr15	23932758	+	NDN	S_Shore	0.38746452531959685	0.366247251407105	0.02121727391249184	NS
cg21052164	0.05666467041820241	-3.347560439567758	0.06601452944285352	0.9482830272128627	0.9864470699077704	-6.155339533250196	chr1	154539977	+	CHRNB2	N_Shore	0.1408135267580801	0.09660897230932503	0.04420455444875507	NS
